,title,contents
285,Gunmen kill 15 in southern Thailand's 'biggest attack' in recent years,"Suspected separatists have killed at least 15 people and injured four in southern Thailand, in one of the country's worst attacks in years.Police officers were among those killed at the attack on a security checkpoint in Yala province.The attackers used explosives and then scattered nails on roads in an attempt to slow down people chasing after them.Thousands have been killed in southern Thailand since a separatist insurgency gripped the region in 2004.The attack took place on Tuesday night - Yala is one of three provinces in the region that have often been hit by violence.Separatist insurgents are believed to have targeted a security checkpoint, killing at least 15 people - including a police officer and numerous village defence volunteers.These volunteers are usually civilians who have been trained to use weapons and are tasked with protecting the village.Some of the injured remain critically ill, according to the BBC's Thai Service. There is still no evidence as to who was behind the attack, but Colonel Pramote Prom-in, a regional security spokesman, told Reuters that it was ""likely the work of insurgents"".""This is one of the biggest attacks in recent times,"" he said. The separatist rebels seek some form of independence in southern Thailand.To understand why, you have to go back at least 100 years.The southern region used to be a sultanate known as Patani. Most people who lived in Patani were Malay Muslims. But at the beginning of the 20th Century, Patani became part of Thailand.""[The Malay Muslims were] different from most people in the rest of Thailand, whether culturally, ethnically or religiously,"" Rungrawee Chalermsripinyorat, an independent analyst based in Australia, told BBC News. These Malay Muslims fought ""against cultural assimilation, [but were met] with strong state suppression"", she said. Technically, they've never stopped. But violence in southern Thailand had relatively calmed down - until 2004. In that year, gunmen raided a military arms depot, killing the four guards and making off with about 400 assault rifles. Waves of attacks blamed on ethnic-Malay separatists would later follow. The fight has not stopped since, though there are spikes in the violence as well as periods of lulls.Tuesday's attack is said to be the biggest in years in terms of casualties, but it's still not clear who carried it out and why. Ms Chalermsripinyorat suggested the attack could have been carried out by Barisan Revolusi Nasional (BRN), one of three main separatist groups in the region.""While there is no solid evidence... this style of attack and choice of target fits the pattern the BRN has previously used,"" she said.Putting a face to the conflict in Thailand's southThai youth orchestra plays on to defy bloodshedBut could it be a signal that violence in southern Thailand might be returning to the levels of 2004? ""I think it is unlikely to signify a return to the full-fledged military battle [of] several years ago,"" said Ms Chalermsripinyorat. ""It may just be a normal military operation to remind people of [the group's] existence and military might."" More than 7,000 people in southern Thailand have died since the conflict between the insurgents and authorities resumed in 2004, said Deep South Watch, a group that monitors the violence.""It had received little attention internationally [but] it is not an exaggeration to say this is the most deadly conflict in South East Asia,"" said Ms Chalermsripinyorat. But it's not just Thailand that has cause for concern. She adds that Thailand's neighbours Malaysia are ""afraid of the spill over effect"" and that the conflict could cause ""penetration by transnational jihad groups"". ""Secessionist conflicts elsewhere have shown that the longer a conflict is prolonged, the more complicated the situation becomes,"" she said. ""It can then become a fertile ground for unwanted elements."""
286,"Climate change: Asia 'coal addiction' must end, UN chief warns","The chief of the United Nations has warned Asia to quit its ""addiction"" to coal in a bid to tackle climate change. UN Secretary General António Guterres said countries in the region were among the most vulnerable to global warming and should be on the ""front line"" of efforts to stop it. He cited a new study that found that Asian countries were at particular risk of climate-driven flooding. Coal is a major source of power in many Asian countries. Twelve years to save Earth? Make that 18 months...UN panel signals red alert on 'Blue Planet'What is climate change?Speaking to reporters in the Thai capital Bangkok on Saturday, Mr Guterres described climate change as the ""defining issue of our time"".The UN chief referenced a study published on Tuesday, which found that climate change would put millions more people at risk from coastal flooding by 2050 than previously thought.The majority of those implicated were in developing countries across Asia, the study said. Mr Gutterres said that while ""people can discuss the accuracy of these figures...what is clear is that the trend is there"".He said the issue was ""particularly sensitive"" in Asia, where a ""meaningful number"" of new coal power plants are planned.""We have to put a price on carbon. We need to stop subsidies for fossil fuels. And we need to stop the creation of new power plants based on coal in the future,"" Mr Gutterres warned.Tuesday's report by Climate Central, a US-based non-profit news organisation, said 190 million people would be living in areas that are projected to be below high-tide lines in the year 2100.It found that even with moderate reductions in greenhouse gas emissions, six Asian countries (China, Bangladesh, India, Vietnam, Indonesia, and Thailand), where 237 million people live today, could face annual coastal flooding threats by 2050. China - 93 million peopleBangladesh - 42 million India - 36 million Vietnam - 31 million Indonesia - 23 million Thailand - 12 million How coastal erosion destroyed a Ghanaian village"
287,Facing death threats: Faiyen sought asylum in France,"The Thai folk band, Faiyen, are seeking asylum in France, claiming it's dangerous for them to return home.The band, who use music to criticise the monarchy and the military, fled to neighbouring Laos in 2014 after Thailand's military coup.There they faced death threats, and six other activists in exile with them went missing. Two were later found dead in Mekong River.  BBC Thai follows the band's journey - fleeing from the land of smiles. Filmed and edited by: Kevin KimCommissioning Editor: Kimberley Rowell"
288,Thailand cave rescue: Tham Luang reopens to tourists,"Tourists have entered Thailand's Tham Luang cave for the first time since the dramatic rescue last year of 12 boys and their football coach.Some 2,000 visitors flocked to the cave on Friday, hoping to be among the first to enter, the Bangkok Post reports.The Wild Boars youth team caught the world's attention when they got trapped in the flooded cave for 17 days.They were all eventually freed in an international rescue effort that involved more than 90 divers.The cave in Thailand's northern Chiang Rai province was officially opened to tourists in an inauguration ceremony on Friday.Jongklai Worapongsathork, the deputy director-general of National Parks, Wildlife and Plant Conservation, led the ceremony, which was attended by monks, government officials and park rangers.How the Thai boys were rescuedThe full story of Thailand’s extraordinary cave rescueThai cave boys sign Netflix dealOfficials allowed 20 people at a time to visit the cave's first chamber, which will now be open to visitors from 08:30 to 16:30 local time (01:30-09:30 GMT), according to the Bangkok Post.More than a million people have visited the cave in the past year, but they have not been allowed to go inside.The team, aged between 11 and 16, and their 25-year-old coach became trapped on 23 June 2018 while exploring the cave complex, when a downpour flooded the tunnels.A 17-day effort to rescue them saw experts from various countries volunteering to help.Former Thai navy diver Saman Gunan died after losing consciousness on his way out of the Tham Luang cave complex, where he had been delivering air tanks.Netflix has secured the rights to make a miniseries about the rescue, and several books have been published about it. "
289,Army veteran killed by single punch in Thailand,"An Army veteran was killed after a single punch by a security guard in Thailand, an inquest has heard. Mike Jones-Matthias, 55, was on a work trip when he was hit outside the Mandarin Agogo bar in Pattaya after being accused of not paying his bill. Phumphat Tanosingh was cleared of grievous bodily harm in a trial in Thailand.The inquest in Pontypridd heard Mr Jones-Mathias died ten months later of pneumonia and traumatic brain injury.It was shown CCTV footage of him leaving the bar in May last year and walking onto the main street outside, followed by two Thai men. The footage showed him throwing a punch to the air before being hit to the floor in a single strike. The inquest heard he was at the start of a three-month work trip and went to the bar alone on the way back to his hotel on 17 May 2018. His wife, Veronica, told the inquest: ""For the record, I know my husband would never have left a bar without paying a bill.""What could have happened in that establishment that could make that punch lawful?""Mr Jones-Mathias was taken to hospital in Thailand, and had surgery for damage to his right frontal lobe. He was flown to University Hospital of Wales six weeks later.He died on 24 March after his health deteriorated.Professor Phillip Smith, of University Hospital of Wales, gave a cause of death as pneumocystis pneumonia and traumatic brain injury.Mr Jones-Mathias, from Cowbridge, Vale of Glamorgan, graduated as an officer in the Army in 1984 and served in the first Gulf War.He later worked as an operations manager for heavy lift and installation engineering projects in the Middle East.Acting senior coroner Graeme Hughes rejected the family's request for a conclusion of unlawful killing.Recording a narrative conclusion, he said: ""The deceased died as a consequence of complications arising from head injuries sustained following a punch to the head."""
290,Thai king fires officials for 'extremely evil' conduct,"Thailand's King Vajiralongkorn has fired six officials for ""extremely evil"" conduct, just days after removing his royal consort for ""misbehaviour and disloyalty against the monarch"".The six include three women, including a major general, and two male soldiers.They were accused of ""exploiting their official positions for their own or other people's gain"".On Monday, royal consort Sineenat Wongvajirapakdi was stripped of her rank and titles.Profile: Thailand's King VajiralongkornHow did Sineenat Wongvajirapakdi fall from grace?Police lieutenant general Sakolket Chantra of the Royal Household Bureau was named as one of the six people sacked.""They have severely breached disciplinary conduct for their evil actions by exploiting their official positions for their own or other people's gain,"" announcements in the Royal Gazette said.""They also didn't comply with royal regulations, which has brought severe damage to the royal affairs.""The dismissals come after many were stunned by the king's stripping of his consort's titles just months after she was granted the honours. Sineenat, 34, was punished for trying to elevate herself to ""the same state as the queen"". King Vajiralongkorn has exercised his powers in a more direct way than his father.Thailand's lese-majeste law forbids any criticism of the monarchy and carries a hefty prison sentence."
291,Thailand royal consort: How did Sineenat Wongvajirapakdi fall from grace?,"Thailand's king stunned observers on Monday by stripping his royal consort of her rank and titles, just months after she was granted the honours. It was only in July when Sineenat Wongvajirapakdi was named as ""official consort"" alongside the new queen - but the palace said she was punished for trying to elevate herself to ""the same state as the queen"".For some observers her downfall says as much about the direction of Thailand's monarchy as it does about her alleged offences.The new monarch, King Maha Vajiralongkorn, ascended the throne in 2016 when his father died - the country's lese-majeste law forbids any criticism of the monarchy and carries a hefty prison sentence.A consort generally refers to a wife, husband or companion of a reigning monarch - but in this case in Thailand ""royal consort"" was used as a term for a companion or partner in addition to the king's wife.Sineenat, 34, was the first royal consort in Thailand for almost a century. When she was given the title in July, it made her an official companion - but not a queen - of the king shortly after he married his fourth wife, Queen Suthida.Historically, polygamy and the taking of royal consorts was used by Thailand's royals to assure the allegiance of powerful families across the provinces of the large kingdom.Thai kings throughout the centuries took multiple wives - or consorts. The last time a Thai king took an official consort was in the 1920s and the title has not been used since the country became a constitutional monarchy in 1932. Information on her background is sketchy except for biographical information released by the court at the time. ""We only know about her past whatever the royal household wanted us to know,"" explains Pavin Chachavalpongpun, Associate Professor of Southeast Asian Studies at Kyoto University. Born in 1985, she is from northern Thailand and first worked as a nurse. Once in a relationship with the then-crown prince Vajiralongkorn, her life became woven into the royal military and security apparatus.Rare photos of Thai king’s consort releasedProfile: Thailand's King VajiralongkornThailand's lese-majeste law explained She became a bodyguard, pilot, parachutist and joined the royal guards. Earlier this year, she was appointed a major-general.  The array of honours and titles given by the court was topped by her becoming the first Royal Noble Consort in nearly a century in July. Shortly afterwards she was notably pictured posing in a fighter jet when the palace released a series of action images of her along with an official biography. These have now been removed from the official website.Sineenat has been stripped of her rank and titles for ""misbehaviour and disloyalty against the monarch,"" according to a detailed official announcement in the royal court's gazette.The statement said she had been ""ambitious"" and tried to ""elevate herself to the same state as the queen"".""The royal consort's behaviours were considered disrespectful,"" showing ""disobedience against the king and the queen"" and abusing her power to give orders on the king's behalf.The king, the statement said, had learned ""she neither was grateful to the title bestowed upon her, nor did she behave appropriately according to her status"".Tamara Loos, professor of history and Thai studies at Cornell University, suggests the lack of transparency over what exactly happened is key to understanding it.""In any situation like that you find a system of patronage behind the scenes. Sineenat might have been part of that system of patronage and she might have played it in a way that didn't work well for her,"" she says, hinting at possible factionalism in the court. She adds that the language of the declaration setting out her demotion is ""reminiscent of an era in which women could not have direct political power and so the ways you talked about women with 'influence' was that they were ambitious"".For Ms Loos, the statement is in line with what she identifies as the ""rise of a modern absolute monarchy in Thailand"".  So far, the fallen consort has only been stripped of her titles and it's unclear what more awaits her. ""We have no idea what will happen to her,"" explains Mr Pavin, who adds that the proceedings are unlikely to be transparent. As much as the narrative of her past was controlled by the court, the same will likely be the case for her future. The sudden demotion of  Sineenat has echoes of what happened to two of King Vajiralongkorn's former wives.In 1996, he denounced his second wife, Sujarinee Vivacharawongse - who fled to the United States - and disowned four sons he had with her.In 2014, his third wife Srirasmi Suwadee - whose whereabouts are unknown -  was stripped of all her titles and banished from court while her parents were arrested and imprisoned for lese-majeste. Their son, who is now 14, has been brought up by him. His previous wives have never issued any statements about their particular circumstances.Since coming to power, King Vajiralongkorn has exercised his powers in a more direct way than his father. Earlier this year, the two most important army units in the capital Bangkok were placed directly under his command, showing a concentration of military power in royal hands unprecedented in modern Thailand.""The brutal and blunt language used by the court to denounce Sineenat is how the king wants to legitimise the punishment for her,"" explains Mr Pavin. Ms Loos agrees the king is sending a message that goes beyond just falling out with his mistress.""The king is sending a signal that he can't be touched and that once you're out of favour with him, you have no control over your destiny.""Each move of his, whether economic, military or familial, reveals his unfettered abuse of power,"" she adds. Under the country's lese-majeste law, the controversial demotion cannot be discussed publicly in the country - but observers believe this dramatic fall from grace will be uppermost in many people's minds. "
292,Archive video of Thai king anointing royal consort,"The Thai king has stripped his royal consort of her titles, just months after anointing her in an elaborate ceremony.This piece of file footage of that ceremony, held in the Thai capital of Bangkok in July, shows Sineenat kneeling at the feet of King Maha Vajiralongkorn as he blesses her with holy water, while Queen Suthida looks on."
293,Thai king strips consort of titles for 'disloyalty',"Thailand's King Vajiralongkorn has stripped his royal consort of her rank and titles for ""misbehaviour and disloyalty against the monarch"".An official announcement said Sineenat Wongvajirapakdi had been ""ambitious"" and tried to ""elevate herself to the same state as the queen"".""The royal consort's behaviours were considered disrespectful,"" it said.She was appointed in July, just two months after the king married Queen Suthida, his fourth wife.Sineenat, who was a major-general and is a trained pilot, nurse and bodyguard, was the first person to be awarded the title of Royal Noble Consort in nearly a century.Queen Suthida - a 41-year-old former flight attendant and deputy head of his bodyguard unit - is King Vajiralongkorn's long-term partner and has been seen with him in public for many years.Profile: Thailand's King VajiralongkornRare photos of Thai king’s consort releasedThailand country profile The announcement that Sineenat had been stripped of her titles was published in the Royal Gazette on Monday. It marked a sudden fall from grace for the royal consort, who for several years was seen often at the side of King Vajiralongkorn. Even after the king's marriage to Queen Suthida, Sineenat was a regular guest at royal events.The statement published on Monday said Sineenat had ""shown resistance and pressure in every manner to stop the appointment of the Queen"" ahead of the coronation in May. ""The king gave her a royal consort position, in hopes of relieving the pressure and a problem that could affect the monarchy,"" the statement said.It also accused the royal consort of ""resistance against the king and the queen"" and of abusing her power to give orders on the king's behalf.The king, the statement said, had learnt ""she neither was grateful to the title bestowed upon her, nor did she behave appropriately according to her status"".He ordered her stripped of all royal titles, decorations, status in the royal guard and her military ranks.King Vajiralongkorn ascended the throne after the death of his father in 2016.He has had four wives - Princess Soamsawali from 1977 to 1993; Yuvadhida Polpraserth from 1994 to 1996; Srirasmi Suwadee between 2001 and 2014; and Queen Suthida. The true cause of Sineenat's removal as royal consort may never be made public, given the secrecy which cloaks palace affairs in Thailand. The nation's lese-majeste law forbids any insult of the monarchy and is among the strictest in the world.The removal of Sineenat echoes the cases of two of the King's former wives. In 1996, he denounced his second wife, who fled to the United States, and disowned four sons he had with her. In 2014, his third wife Srirasmi Suwadee was similarly stripped of all her titles and banished from court. Her 14-year-old son has been raised by King Vajiralongkorn in Germany and Switzerland. The King has also exercised his royal powers in a more direct way than his recent predecessors. Earlier this month, the two most important army units in the capital, Bangkok were placed directly under his command - a concentration of military power in royal hands unprecedented in modern Thailand."
294,Women aren't allowed to be ordained as monks in Thailand,"Women aren't allowed to be ordained as monks in Thailand - but some women have instead been ordained abroad, and have returned to the country to live as female monks.It began with the Venerable Dhammananda, the woman who founded this temple, who was the first woman in Thai history to be ordained as a female monk. She is being celebrated as a member of the BBC 100 Women list this year. Thai women more commonly become Buddhist nuns, who are ofen tasked with duties like housekeeping in temples.You can find out more about Dhammananda's life by listening to the World Service's Heart and Soul programme here. Producers: Sophia Smith Galer and Aurora AlmendralCamera: Aurora Almendral and Ryn Jirenuwat"
295,Thailand: Giant 4m-long king cobra caught in sewer,"A giant 4m-long (13ft) king cobra was discovered in a housing estate in southern Thailand on Sunday - and catching it wasn't easy.Rescuers later released it into the wild, and said it was one of the biggest they had ever encountered."
296,Thai elephant deaths: Do elephants risk their lives to save each other?,"Last week, Thailand suffered one of its biggest ever single elephant tragedies, when 11 animals in one family died in a swollen river.At first only six elephants were thought to have died - days later another five were spotted downstream. The initial theory from park rangers in Khao Yai National Park was that they died in a rescue mission. As they crossed the treacherous 150m-tall Haew Narok - or Hell's Falls - a baby slipped and the others fell trying to save it. Though the loss of 11 elephants isn't catastrophic to the species, there is something about them that draws us in, and this apparent self-sacrifice struck a chord around the world - millions of you read our story alone.But emotions aside, how plausible is it that elephants would have both the empathy and skill to risk their lives for a baby? And perhaps more importantly now, what does this mean for the survivors?Dr Joshua Plotnik, assistant professor of psychology at Hunter College City University of New York, has been studying elephants in Thailand for more than a decade. He told the BBC that with no witnesses, we can't assume what happened. But he says it's ""certainly reasonable to suspect that when an elephant in a family group is in danger the other elephants might do everything they can to go help"".There is well documented evidence of elephants recognising danger and co-ordinating their actions to stage a rescue.But Dr Plotnik says it seems unlikely that they would ""actively all go over a waterfall in a dangerous situation like that"". It was more likely a terrible accident.Dr Rachel Dale, an elephant behaviour specialist at the University of Veterinary Medicine in Vienna, agrees that elephants will unquestionably help an elephant in danger, ""even if it's at a cost to themselves"". But they're also ""smart animals, really smart"", she says, so probably have the ability to carry out a kind of perfunctory risk assessment before rushing in. Bhichet Noonto leads the Thailand Human-Elephant Coexistence Project at the office of Thailand Science Research and Innovation, studying patterns of elephant behaviour. He said conditions in the park were miserable at the time of the accident, and Haew Narok was already a known hazard to elephants in the monsoon season. In 1992, eight elephants died after tumbling over the same falls - park officials have said they witnessed a mother on that occasion jump in after a baby. A calf is also suspected of having fallen off a cliff there in 1987. To prevent further accidents, park officials constructed miles of concrete pillars to steer them away from hazardous places. But they couldn't cover everywhere, and the rangers have seen footsteps indicating this group had followed one fence all the way up the falls until they found a way through, right at the top. Banning trophy hunting 'doesn't protect animals'More than a quarter of UK mammals face extinctionUsing polar bear footprints to chart family treesThe Department of National Parks, Wildlife, and Plant Conservation (DNP) said the elephants may have been looking for a particular local plant, which only grows in that area once a year, and they may have taken a risk to reach it.  Alternatively, they may have gone out of their way to avoid interacting with humans.   ""There are many types of elephants: polite, naughty, and nice just like humans. When some of them walk outside of the routes that they are used to, they have a high risk of falling,"" said DNP director Songtham Suksawang.In another emotional twist, two elephants are known to have survived the fall - a mother and calf. They were trapped by the slippery rocks at the bottom, but with the help of park officials made it to safety.If elephants do indeed have the empathy and intelligence to understand when one of their kind is in danger and try to save them, what does that mean for these survivors?""This is a large-brained, intelligent, social, empathetic animal,"" says Dr Plotnik. ""I would argue they would suffer the same kind of trauma we would suffer.""The exact relationship between the family members is not yet known, but if their matriarchal leader was among the dead, they'll have lost decades of vital knowledge about their jungle home.Because elephant lives are about as long as ours and they rely on generational knowledge, Dr Dale explains, it could take a very long time to see the effect of this kind of loss and whether it changes their behaviour or traditional routes. But park officials are confident the pair have the skills to survive and will learn from their experience to avoid the falls.Mr Noonto says reports from the area suggest there may be more family members elsewhere that the two survivors can reunite with. Failing that, they may be taken in by another family group - studies of captive elephants being returned to the wild have shown this is possible, he says.""They can survive, they can adapt,"" he says. ""Perhaps they will even encounter males to rebuild the family.""There is undeniably an allure about elephants, an animal humans have built a relationship with over millennia. Despite their vast size, they are mostly gentle, live in families like us, appear to have fun, and we can watch them apparently mourn. It's easy for us to empathise after a disaster like Khao Yai. Dr Dale argues that anthropomorphism doesn't ultimately help the elephants, though. ""Humans are good at certain things that help us survive,"" she says. ""What helps us survive doesn't always help other animals to survive. So seeing things always through the human lens doesn't help us to understand other species and what other animals need to thrive.""By setting emotion aside and dispassionately assessing what makes them think and act the way they do, scientists can better determine how to prevent disasters like this.Cases like this might be rare, says Dr Plotnik, but they are a reminder that even for an animal as huge as the elephant, ""the wild is not a friendly place"". The bodies of this group will be recovered and examined, then buried at the park. They will be remembered every year, in the park's memorial services for its beloved lost elephants. ""It's very sad for [park officials] because they didn't want this to happen again,"" says Mr Noonto. ""This is very emotional for Thai people."""
297,Thailand elephant deaths: More bodies found in waterfall incident,Eleven wild elephants are now known to have died after they fell into a waterfall at a national park in Thailand on Saturday.It is thought they were trying to save a baby elephant that slipped over the edge.
298,Thailand elephant deaths: Drone spots five more victims,"The number of elephants that died after falling down a waterfall in Thailand has increased to 11. It is thought the animals may have been trying to save a baby elephant that slipped over the edge.Local authorities at the Khao Yai National Park in central Thailand initially spotted only six dead elephants over the weekend. The additional five were spotted by drone near the notorious fall known as Haew Narok (Hell's Fall).The dead elephants included a three-year-old calf, park officials said at the weekend, according to the Reuters news agency. ""We understand that the elephants were trying to cross over to the other side of the river,"" local official Badin Chansrikam told the agency.""Probably, one of the smaller elephants might have slid and the adult ones were trying to rescue them but instead, were swept away by the water.""Nine reasons why we love elephantsSix elephants die trying to save each otherPoacher trampled by elephant, eaten by lionsElephant tourism is 'fuelling cruelty'According to local media though, the reason the animals fell into the strong current is not known. When the first six dead animals were discovered at the weekend, two surviving elephants were found struggling on a rock. Park rangers lowered food laced with supplements to the stranded animals to help them regain strength and climb back into the forest. But experts warn their long-term survival may be difficult as elephants rely on large herds for protection and finding food.The incident could also take an emotional toll. Elephants have been known to display signs of grief.There are around 300 wild elephants in the park, which is  home to various wild animals, including bears and gibbons, and is a popular destination for tourists.  National park officers are trying to retrieve the bodies from the river as there are fears the carcasses might contaminate the water. According to the Bangkok Post, the new death toll makes it one of the biggest losses to Thailand's elephant population in recent memory. The Haew Narok waterfall has a history of similar incidents. A herd of eight elephants died after falling in 1992, in a case that brought national attention.Around 7,000 Asian elephants remain in Thailand, with more than half living in captivity."
299,Six elephants die trying to save each other at Thai waterfall,"Six elephants have fallen to their deaths in Thailand while trying to save each other from a notorious waterfall.Officials said the incident occurred after a baby elephant slipped over the waterfall in central Thailand's Khao Yai National Park.Two other elephants were also found struggling on a cliff edge nearby, and have been moved by Thai authorities. The waterfall, known as Haew Narok (Hell's Fall), has a history of similar incidents.A herd of eight elephants died after falling in 1992, in a case that brought national attention.Thailand's Department of National Parks, Wildlife and Plant Conservation (DNP) said officials were called to the scene on Saturday at 03:00 local time (20:00 GMT on Friday) when a group of elephants was blocking a road by the waterfall.Three hours later, the body of a three-year-old elephant was spotted near the base of Haew Narok, and five others were discovered nearby.Khanchit Srinoppawan, chief of the national park, told the BBC that the two remaining elephants were being monitored.World Elephant Day: Nine reasons why we love elephantsPoacher trampled by elephant, eaten by lionsEdwin Wiek, the founder of Wildlife Friends Foundation Thailand, said the pair may have difficulty surviving as elephants rely on their large herds for protection and finding food.The incident could also take an emotional toll. Elephants have been known to display signs of grief. ""It's like losing half your family,"" Mr Wiek told the BBC.""There's nothing you can do, it's nature unfortunately,"" he said. Around 7,000 Asian elephants remain in Thailand, with more than half living in captivity. "
300,Thailand judge shoots himself in court after criticising system,"A Thai judge shot himself in a courtroom after delivering a rare speech railing against the country's justice system. Kanakorn Pianchana acquitted five Muslim men of murder on Friday before calling for a fairer judiciary.  He then recited a legal oath, pulled out a pistol and shot himself in the chest.But the judge survived and was rushed to hospital where he is recovering from his injuries. A statement believed to have been written by the judge before giving his ruling suggests that his suicide attempt could have been related to alleged interference in the case. The judge worked at the Yala court in the insurgency-hit south of Thailand.After acquitting the five men of murder and firearms offences, he addressed the court with an impassioned speech that he broadcast live on Facebook.""You need clear and credible evidence to punish someone. So if you're not sure, don't punish them,"" he said.""I'm not saying that the five defendants didn't commit the crimes, they might have done so,"" he added.""But the judicial process needs to be transparent and credible... punishing the wrong people makes them scapegoats.""The Facebook feed then cut but people in court said the judge read out a legal oath in front of the former Thai king's portrait before whipping out a pistol and shooting himself. He was rushed to hospital where he is reported to be in a stable condition. It is not fully clear why Judge Pianchana attempted to take his own life.Suriyan Hongvilai, the spokesman of the Office of the Judiciary, told the AFP news agency he shot himself due to ""personal stress"".But local media reported that the judge could have been referring to the case he had just ruled on. A statement believed to have been written by the judge and posted to Facebook before he shot himself stated that he had been pressured to find the men guilty despite lack of evidence. ""At this moment, other fellow judges in Courts of First Instance across the country are being treated the same way as I was,"" he wrote. ""[If] I cannot keep my oath of office, I'd rather die than live without honour."" Criticism of the judicial system by judges is extremely rare in Thailand. Rights groups have alleged that security forces trump up charges against Muslim suspects in the Malay-Muslim majority region."
301,Thailand dead elephants: Officials try to retrieve bodies,"Officials are trying to retrieve the bodies of six elephants that fell to their deaths while trying to save each other from a waterfall in Thailand, warning that they pose a water contamination risk. Khao Yai National Park officers have set up a net downstream from the bodies to stop them from reaching a major dam.The elephants died after falling from a notorious waterfall known as Haew Narok (Hell's Fall). Two others were rescued on Saturday. Thailand's Department of National Parks, Wildlife and Plant Conservation (DNP) said officials were called to the scene on Saturday at 03:00 local time (20:00 GMT on Friday) when a group of elephants was seen blocking a road by the waterfall.Nine reasons why we love elephantsPoacher trampled by elephant, eaten by lionsEscaped zebra shot in Germany after autobahn chaosThree hours later, the body of a three-year-old elephant was spotted near the base of Haew Narok, and five others were discovered nearby.The two surviving elephants were found struggling on a rock. A park official told the BBC on Monday that officers had been monitoring their tracks and were confident they were safe, but experts have warned that their long-term survival may be difficult as elephants rely on large herds for protection and finding food.""The next mission is how to take the carcasses from the river. Six of them are still in the river and the river is very strong now,"" the official said. ""We are using rope across the river and have a lot of people helping together to retrieve the carcasses.""Edwin Wiek, founder of Wildlife Friends Foundation Thailand, told the BBC the rescuers ""hope to get the carcasses to an area where they can lift them with a backhoe (an excavating digger) and bury them there.""""The decomposing bodies will be too smelly and spread of disease is a concern,"" he added.Saturday's incident is not the first of its kind at Haew Narok. A herd of eight elephants died after falling from the waterfall in 1992, in a case that brought national attention.Officials are now seeking to prevent further incidents from happening in the future.Natural Resources and Environment Minister Varawut Silpa-archa has ordered the construction of a barricade to stop animals from falling into the waterfall and called for food banks to be set up around the park in an effort to prevent food scarcity which can cause animals to approach dangerous spots, according to the Bangkok Post."
302,Elephant pair rescued after six others drown in Thailand,Six wild elephants have drowned after slipping off a waterfall in Thailand.Officials said they were trying to save a baby which fell over the edge.Two other were rescued which were found struggling on a rock nearby.
303,Worcester man jailed in UK after Thai prison release,"A man who was released from a Thai prison under an amnesty programme has been jailed in the UK on drugs charges.Reece Vella, of Worcester, was sentenced to four years and three months in prison at the city's crown court on Monday.The 27-year-old previously admitted two counts of being concerned in the supply of Class A drugs.He was one of a number of prisoners released by the King of Thailand at his coronation earlier this year.Vella, of Highfield, served with the Royal Logistics Corp for 15 months before he was medically discharged in 2011.In 2012, he was jailed for four years and nine months at Worcester Crown Court for rape and assault.He had been held in Thailand since January 2018 on suspicion of causing death by negligence, overstaying his visa and theft, after a woman fell from a balcony.Latest news from the West MidlandsAt the time, he was subject to an outstanding bench warrant in the UK for the drugs charges, after failing to appear at court in October 2017.He was brought back to Worcester by West Mercia Police at the end of May, following his release in Thailand.In a social media post following the sentencing, South Worcestershire Proactive CID said it was a ""great result"".Follow BBC West Midlands on Facebook, on Twitter, and sign up for local news updates direct to your phone."
